package,npm_link,version,size_bytes,file_count,nonempty_file_count,dependencies,dev_dependencies
cdk-codepipeline-bitbucket-build-result-reporter,https://www.npmjs.com/package/cdk-codepipeline-bitbucket-build-result-reporter,1.14.3,125833583,11827,11825,"{""@aws-sdk/client-codebuild"": ""3.162.0"", ""@aws-sdk/client-codepipeline"": ""3.162.0"", ""@aws-sdk/client-iam"": ""3.162.0"", ""@aws-sdk/client-s3"": ""3.162.0"", ""@aws-sdk/client-ssm"": ""3.162.0"", ""@aws-sdk/signature-v4-crt"": ""^3.162.0"", ""aws-lambda"": ""^1.0.7"", ""node-fetch"": ""^2.6.7""}","{""@aws-sdk/types"": ""^3.162.0"", ""@types/aws-lambda"": ""^8.10.102"", ""@types/jest"": ""^27"", ""@types/node"": ""^14"", ""@types/node-fetch"": ""^2.6.2"", ""@typescript-eslint/eslint-plugin"": ""^5"", ""@typescript-eslint/parser"": ""^5"", ""aws-cdk-lib"": ""2.40.0"", ""aws-sdk-client-mock"": ""^0.6.2"", ""constructs"": ""10.1.93"", ""esbuild"": ""0.15.6"", ""eslint"": ""^8"", ""eslint-import-resolver-node"": ""^0.3.6"", ""eslint-import-resolver-typescript"": ""^2.7.1"", ""eslint-plugin-import"": ""^2.26.0"", ""jest"": ""^27"", ""jest-junit"": ""^13"", ""jsii"": ""^1.66.0"", ""jsii-diff"": ""^1.66.0"", ""jsii-docgen"": ""^3.8.31"", ""jsii-pacmak"": ""^1.66.0"", ""json-schema"": ""^0.4.0"", ""npm-check-updates"": ""^15"", ""projen"": ""^0.61.41"", ""standard-version"": ""^9"", ""ts-jest"": ""^27"", ""typescript"": ""^4.8.2""}"
lark-opencode-darwin-arm64,https://www.npmjs.com/package/lark-opencode-darwin-arm64,0.0.0-master-202603030942,142257212,2,2,{},{}
react-native-uxrate,https://www.npmjs.com/package/react-native-uxrate,0.8.1,481076399,35317,35292,{},{}
@setprotocol/set-protocol-v2,https://www.npmjs.com/package/@setprotocol/set-protocol-v2,0.11.3,116170418,5145,4660,"{""ethers"": ""^5.5.2"", ""fs-extra"": ""^9.0.0"", ""jsbi"": ""^3.2.5"", ""module-alias"": ""^2.2.2"", ""notional-solidity-sdk"": ""https://github.com/ckoopmann/notional-solidity-sdk.git#77aa2f8fd8a72b8f5865e561f2d39d4606c3740c"", ""wrapped-fcash"": ""https://github.com/ckoopmann/wrapped-fcash.git#6b7d870c9b750aa343f0405f3543c9bbb0e3cdfc"", ""openzeppelin-contracts-V4"": ""npm:@openzeppelin/contracts@4.5"", ""@openzeppelin-upgradeable/contracts"": ""npm:@openzeppelin/contracts-upgradeable@4.5.2"", ""replace-in-file"": ""^6.1.0""}","{""@0x/utils"": ""^6.4.3"", ""@nomiclabs/hardhat-ethers"": ""^2.1.0"", ""@nomiclabs/hardhat-waffle"": ""^2.0.1"", ""@openzeppelin/contracts"": ""^3.1.0"", ""@semantic-release/git"": ""^10.0.1"", ""@typechain/ethers-v5"": ""8.0.5"", ""@typechain/hardhat"": ""3.1.0"", ""@types/chai"": ""^4.2.11"", ""@types/fs-extra"": ""^5.0.0"", ""@types/lodash"": ""^4.14.86"", ""@types/mocha"": ""^7.0.2"", ""@types/node"": ""^14.0.5"", ""@typescript-eslint/eslint-plugin"": ""^4.33.0"", ""@typescript-eslint/eslint-plugin-tslint"": ""^4.33.0"", ""@typescript-eslint/parser"": ""^4.33.0"", ""@uniswap/lib"": ""^4.0.1-alpha"", ""@uniswap/v3-core"": ""1.0.1"", ""@uniswap/v3-sdk"": ""^3.5.1"", ""chai"": ""^4.2.0"", ""coveralls"": ""^3.0.1"", ""dotenv"": ""^8.2.0"", ""eslint"": ""^7.32.0"", ""eslint-plugin-jsdoc"": ""^38.0.6"", ""eslint-plugin-no-null"": ""^1.0.2"", ""ethereum-waffle"": ""^3.4.0"", ""hardhat"": ""^2.6.4"", ""hardhat-contract-sizer"": ""^2.5.0"", ""husky"": ""^4.2.5"", ""istanbul-combine-updated"": ""^0.3.0"", ""lint-staged"": ""^10.2.11"", ""lodash"": ""^4.17.4"", ""semantic-release"": ""^19.0.2"", ""solc"": ""^0.6.10"", ""solhint"": ""^3.1.0"", ""solidity-coverage"": ""^0.7.17"", ""ts-generator"": ""^0.1.1"", ""ts-node"": ""^8.10.2"", ""tslint"": ""^6.1.3"", ""tslint-eslint-rules"": ""^5.3.1"", ""typechain"": ""6.1.0"", ""typescript"": ""^4.4.3"", ""web3"": ""^1.2.9""}"
lark-opencode-windows-x64,https://www.npmjs.com/package/lark-opencode-windows-x64,0.0.0-master-202603030942,196637320,2,2,{},{}
ucd-full,https://www.npmjs.com/package/ucd-full,17.0.0,265046342,74,74,{},"{""ilib-data-utils"": ""^1.2.0"", ""mkdirp"": ""^3.0.1""}"
deepspeech,https://www.npmjs.com/package/deepspeech,0.9.3,120259645,100,100,"{""node-pre-gyp"": ""0.15.x"", ""argparse"": ""1.0.x"", ""sox-stream"": ""2.0.x"", ""memory-stream"": ""1.0.x"", ""node-wav"": ""0.0.2""}","{""electron"": ""^1.7.9"", ""node-gyp"": ""5.x"", ""typescript"": ""3.8.x"", ""typedoc"": ""0.17.x"", ""@types/argparse"": ""1.0.x"", ""@types/node"": ""13.9.x""}"
@betterdb/monitor,https://www.npmjs.com/package/@betterdb/monitor,0.21.0,278011380,22,22,"{""@inquirer/prompts"": ""^7.10.1"", ""commander"": ""^14.0.3"", ""picocolors"": ""^1.1.1""}","{""@types/node"": ""^22.19.15"", ""@vercel/ncc"": ""^0.38.4"", ""esbuild"": ""^0.27.4"", ""typescript"": ""^5.9.3""}"
@kie-tools/jitexecutor-native,https://www.npmjs.com/package/@kie-tools/jitexecutor-native,999.0.0-20240218-SNAPSHOT,320421986,5,5,{},{}
@divitkashyap/chameleon-tui,https://www.npmjs.com/package/@divitkashyap/chameleon-tui,0.1.7,118282614,14,14,{},"{""oxfmt"": ""0.41.0"", ""solid-js"": ""1.9.11"", ""@types/bun"": ""latest"", ""typescript"": ""^5"", ""@opentui/core"": ""0.1.97"", ""@opentui/solid"": ""0.1.97"", ""@opencode-ai/plugin"": ""1.2.24""}"
@altimateai/altimate-code-linux-arm64-musl,https://www.npmjs.com/package/@altimateai/altimate-code-linux-arm64-musl,0.7.0,447467933,6,6,{},{}
@joystick.js/db-canary,https://www.npmjs.com/package/@joystick.js/db-canary,0.0.0-canary.2371,220512511,4423,4423,"{""@aws-sdk/client-s3"": ""^3.879.0"", ""bcrypt"": ""^6.0.0"", ""lmdb"": ""^3.4.2"", ""msgpackr"": ""^1.11.5"", ""winston"": ""^3.17.0"", ""winston-daily-rotate-file"": ""^5.0.0""}","{""@types/node"": ""^24.3.0"", ""ava"": ""^6.0.1"", ""esbuild"": ""^0.25.2"", ""sinon"": ""^21.0.0"", ""typescript"": ""^5.9.2""}"
@timewallllll/enhance-claude,https://www.npmjs.com/package/@timewallllll/enhance-claude,1.0.1,148860002,3,3,{},{}
@ks-happier/cli,https://www.npmjs.com/package/@ks-happier/cli,0.2.19,153111981,8165,8165,"{""@agentclientprotocol/sdk"": ""^0.14.1"", ""@anthropic-ai/claude-agent-sdk"": ""^0.2.116"", ""@fastify/swagger"": ""9.7.0"", ""@happier-dev/agents"": ""0.0.0"", ""@happier-dev/cli-common"": ""0.0.0"", ""@happier-dev/connection-supervisor"": ""0.0.0"", ""@happier-dev/protocol"": ""0.0.0"", ""@happier-dev/transfers"": ""0.0.0"", ""@happier-dev/release-runtime"": ""0.0.0"", ""@huggingface/transformers"": ""^3.8.1"", ""@modelcontextprotocol/sdk"": ""^1.25.3"", ""@stablelib/base64"": ""^2.0.1"", ""@stablelib/hex"": ""^2.0.1"", ""@types/cross-spawn"": ""^6.0.6"", ""@types/http-proxy"": ""^1.17.17"", ""@types/ps-list"": ""^6.2.1"", ""@types/qrcode-terminal"": ""^0.12.2"", ""@types/react"": ""^19.2.7"", ""@types/tmp"": ""^0.2.6"", ""ai"": ""^5.0.107"", ""archiver"": ""^7.0.1"", ""axios"": ""^1.13.2"", ""chalk"": ""^5.6.2"", ""cross-spawn"": ""^7.0.6"", ""expo-server-sdk"": ""^3.15.0"", ""fastify"": ""^5.6.2"", ""fastify-type-provider-zod"": ""6.1.0"", ""http-proxy"": ""^1.18.1"", ""http-proxy-middleware"": ""^3.0.5"", ""https-proxy-agent"": ""^7.0.6"", ""ink"": ""^6.5.1"", ""@homebridge/node-pty-prebuilt-multiarch"": ""^0.13.1"", ""node-pty"": ""^1.1.0"", ""open"": ""^10.2.0"", ""openapi-types"": ""12.1.3"", ""ps-list"": ""^8.1.1"", ""qrcode-terminal"": ""^0.12.0"", ""react"": ""^19.2.0"", ""react-devtools-core"": ""^6.1.5"", ""socket.io-client"": ""^4.8.1"", ""tar"": ""^7.5.2"", ""tmp"": ""^0.2.5"", ""tweetnacl"": ""^1.0.3"", ""zod"": ""4.3.6""}","{""@eslint/compat"": ""^1"", ""@types/archiver"": ""^7.0.0"", ""@types/node"": "">=20"", ""cross-env"": ""^10.1.0"", ""dotenv"": ""^16.6.1"", ""eslint"": ""^9"", ""eslint-config-prettier"": ""^10"", ""pkgroll"": ""^2.14.2"", ""release-it"": ""^19.0.6"", ""shx"": ""^0.3.3"", ""ts-node"": ""^10"", ""tsx"": ""^4.20.6"", ""typescript"": ""5.9.3"", ""vitest"": ""^3.2.4""}"
ideavo-code-linux-arm64-musl,https://www.npmjs.com/package/ideavo-code-linux-arm64-musl,1.3.1-7.5,145445294,2,2,{},{}
@synsci/cli-windows-x64,https://www.npmjs.com/package/@synsci/cli-windows-x64,1.1.121,216099956,2,2,{},{}
@finbourne/lusid-sdk-angular14,https://www.npmjs.com/package/@finbourne/lusid-sdk-angular14,0.11.6089,119466952,2075,2075,"{""tslib"": ""^2.3.0""}",{}
@synsci/cli-linux-arm64,https://www.npmjs.com/package/@synsci/cli-linux-arm64,1.1.121,199748864,2,2,{},{}
@fabriccode/cli-windows-x64,https://www.npmjs.com/package/@fabriccode/cli-windows-x64,7.0.116,193399074,39,39,{},{}
matrix-darwin-x64-baseline,https://www.npmjs.com/package/matrix-darwin-x64-baseline,1.6.3,127784470,2,2,{},{}
matrix-linux-arm64-musl,https://www.npmjs.com/package/matrix-linux-arm64-musl,1.6.3,159444887,2,2,{},{}
@itentialopensource/adapter-kubernetes,https://www.npmjs.com/package/@itentialopensource/adapter-kubernetes,1.0.3,603418259,1230,1230,"{""@itentialopensource/adapter-utils"": ""6.1.20"", ""acorn"": ""8.16.0"", ""ajv"": ""8.20.0"", ""axios"": ""1.16.0"", ""commander"": ""11.1.0"", ""fs-extra"": ""11.3.5"", ""json-query"": ""2.2.2"", ""mocha"": ""12.0.0-beta-10"", ""mocha-param"": ""2.0.1"", ""mongodb"": ""4.17.2"", ""ping"": ""0.4.4"", ""prompts"": ""2.4.2"", ""readline-sync"": ""1.4.10"", ""semver"": ""7.7.2"", ""winston"": ""3.17.0""}","{""chai"": ""4.5.0"", ""eslint"": ""8.57.0"", ""eslint-config-airbnb-base"": ""15.0.0"", ""eslint-plugin-import"": ""2.31.0"", ""eslint-plugin-json"": ""3.1.0"", ""testdouble"": ""3.18.0""}"
@chartbrew/plugin-strapi,https://www.npmjs.com/package/@chartbrew/plugin-strapi,3.1.0,236059165,3715,3715,"{""@strapi/design-system"": ""^2.0.0-rc.11"", ""@strapi/icons"": ""^2.0.0-rc.11"", ""moment"": ""^2.29.4"", ""nanoid"": ""^5.0.7"", ""react-intl"": ""^6.7.2"", ""request"": ""^2.88.2"", ""request-promise"": ""^4.2.6""}","{""@strapi/sdk-plugin"": ""^5.3.2"", ""@strapi/strapi"": ""^5.26.0"", ""prettier"": ""^3.3.3"", ""react"": ""^18.3.1"", ""react-dom"": ""^18.3.1"", ""react-router-dom"": ""^6.26.2"", ""styled-components"": ""^6.1.13""}"
gatsby-source-awsv3-dynamodb,https://www.npmjs.com/package/gatsby-source-awsv3-dynamodb,1.0.1,130272237,1396,1395,"{""@aws-sdk/client-dynamodb"": ""^3.297.0"", ""@aws-sdk/util-dynamodb"": ""^3.297.0"", ""yarn"": ""^1.22.19""}","{""@types/eslint-scope"": ""^3.7.4"", ""@types/node"": ""^18.15.3"", ""@types/react-dom"": ""^18.0.11"", ""eslint"": ""^7.32.0"", ""gatsby"": ""^5.7.0"", ""typescript"": ""^5.0.2""}"
@fabriccode/cli-linux-arm64,https://www.npmjs.com/package/@fabriccode/cli-linux-arm64,7.0.116,181472868,39,39,{},{}
@babylonjs/react-native-basekit-windows-0-69,https://www.npmjs.com/package/@babylonjs/react-native-basekit-windows-0-69,1.8.6,736375183,527,525,{},"{""eslint"": ""7.12.0"", ""prettier"": ""1.19.1"", ""typescript"": ""^3.8.3"", ""@babel/core"": ""^7.8.4"", ""@types/jest"": ""^25.2.1"", ""@types/react"": ""^16.9.32"", ""just-scripts"": ""^0.44.7"", ""@types/semver"": ""^7.3.4"", ""@babel/runtime"": ""^7.8.4"", ""@types/base-64"": ""^0.1.3"", ""@babylonjs/core"": "">=5.53.1"", ""@types/react-native"": ""^0.63.1"", ""react-test-renderer"": ""17.0.1"", ""@rnw-scripts/ts-config"": ""0.1.0"", ""@rnw-scripts/eslint-config"": ""0.1.6"", ""@types/react-test-renderer"": ""^16.9.2"", ""@types/react-native-permissions"": ""^2.0.0"", ""metro-react-native-babel-preset"": ""^0.56.0""}"
ngxstaticgenerator,https://www.npmjs.com/package/ngxstaticgenerator,0.13.0,188578046,27749,27656,"{""@types/node"": ""^8.10.9"", ""html-minifier"": ""^3.5.15"", ""node-cmd"": ""^3.0.0"", ""node-fetch"": ""^2.1.2"", ""progress"": ""^2.0.0"", ""q"": ""^1.5.1"", ""reflect-metadata"": ""^0.1.12"", ""ts-node"": ""^3.3.0"", ""typescript"": ""^2.8.3"", ""yargs"": ""^9.0.1""}","{""codelyzer"": ""^3.2.2"", ""tslint"": ""^5.9.1""}"
com.microsoft.mesh.toolkit,https://www.npmjs.com/package/com.microsoft.mesh.toolkit,5.2414.143,382764125,3704,3703,"{""com.unity.burst"": ""1.8.15"", ""com.unity.xr.hands"": ""1.3.0"", ""com.unity.xr.openxr"": ""1.11.0"", ""com.unity.cinemachine"": ""2.10.0"", ""com.unity.collections"": ""1.2.4"", ""com.unity.inputsystem"": ""1.7.0"", ""com.unity.textmeshpro"": ""3.0.7"", ""com.unity.addressables"": ""1.21.21"", ""com.unity.cloud.gltfast"": ""6.4.0"", ""com.unity.modules.video"": ""1.0.0"", ""com.unity.xr.core-utils"": ""2.3.0"", ""com.unity.xr.management"": ""4.4.0"", ""com.unity.profiling.core"": ""1.0.2"", ""com.unity.visualscripting"": ""1.9.4"", ""com.unity.xr.arfoundation"": ""5.1.4"", ""com.unity.editorcoroutines"": ""1.0.0"", ""com.unity.animation.rigging"": ""1.2.1"", ""com.unity.modules.animation"": ""1.0.0"", ""com.unity.nuget.newtonsoft-json"": ""3.2.1"", ""com.unity.modules.particlesystem"": ""1.0.0"", ""com.unity.xr.interaction.toolkit"": ""2.5.4"", ""com.unity.scriptablebuildpipeline"": ""1.21.21"", ""com.unity.render-pipelines.universal"": ""14.0.11"", ""com.unity.modules.unitywebrequestaudio"": ""1.0.0"", ""com.unity.modules.unitywebrequesttexture"": ""1.0.0"", ""com.unity.modules.unitywebrequestassetbundle"": ""1.0.0""}",{}
react-native-bnq-face-verify,https://www.npmjs.com/package/react-native-bnq-face-verify,1.0.16,334528366,314,314,{},"{""react"": ""^16.9.0"", ""react-native"": ""^0.61.5""}"
@lenml/tokenizer-gptoss,https://www.npmjs.com/package/@lenml/tokenizer-gptoss,3.7.2,210339449,14,14,"{""@lenml/tokenizers"": ""^3.7.2""}","{""@types/node"": ""^20.12.7"", ""ts-node"": ""^10.9.2"", ""tslib"": ""^2.6.2"", ""tsup"": ""^8.0.2"", ""typescript"": ""^5.4.5""}"
chrome-linux,https://www.npmjs.com/package/chrome-linux,1.0.0,365949550,848,832,{},{}
@synsci/cli-linux-x64-baseline-musl,https://www.npmjs.com/package/@synsci/cli-linux-x64-baseline-musl,1.1.121,199432404,2,2,{},{}
@mnemotix/weever-core,https://www.npmjs.com/package/@mnemotix/weever-core,2.1.1,161826853,5958,5953,"{""@aternus/csv-to-xlsx"": ""^1.0.19"", ""@babel/core"": ""^7.17.2"", ""@babel/register"": ""^7.17.0"", ""@date-io/core"": ""^1.3.13"", ""@date-io/dayjs"": ""^1.3.13"", ""@elastic/elasticsearch"": ""^7.11.0"", ""@loadable/component"": ""^5.12.0"", ""@mnemotix/koncept-core"": ""^2.2.0"", ""@mui/icons-material"": ""^5.3.1"", ""@mui/lab"": ""^5.0.0-alpha.80"", ""@pmmmwh/react-refresh-webpack-plugin"": ""^0.5.4"", ""@types/react"": ""^18.0.8"", ""@udecode/plate-core"": ""^9.2.1"", ""@udecode/plate-link"": ""^9.2.1"", ""@ungap/url-search-params"": ""^0.1.4"", ""@uppy/core"": ""^2.1.4"", ""@uppy/dashboard"": ""^2.1.3"", ""@uppy/google-drive"": ""^2.0.5"", ""@uppy/image-editor"": ""^1.1.0"", ""@uppy/locales"": ""^2.0.5"", ""@uppy/react"": ""^2.1.2"", ""@uppy/tus"": ""^2.1.2"", ""@uppy/url"": ""^2.0.5"", ""@uppy/webcam"": ""^2.0.5"", ""babel-loader"": ""^8.2.3"", ""clsx"": ""^1.1.1"", ""compression-webpack-plugin"": ""^6.0.2"", ""css-loader"": ""^5.0.1"", ""css-minimizer-webpack-plugin"": ""^1.2.0"", ""diacritics"": ""^1.3.0"", ""dompurify"": ""^2.2.7"", ""dotenv"": ""^8.2.0"", ""env-var"": ""^6.3.0"", ""escape-html"": ""^1.0.3"", ""express-static-gzip"": ""^2.1.1"", ""file-loader"": ""^6.2.0"", ""formik-mui"": ""^4.0.0-alpha.3"", ""formik-mui-lab"": ""^1.0.0-alpha.3"", ""got"": ""^11.3.0"", ""graphql-middleware"": ""~6.1.7"", ""graphql-shield"": ""7.5.0"", ""html-webpack-plugin"": ""^5.4.0"", ""i18next"": ""^21.6.14"", ""i18next-http-backend"": ""^1.3.1"", ""invariant"": ""^2.2.4"", ""is-hotkey"": ""^0.1.6"", ""leaflet"": ""^1.7.1"", ""linkify-html"": ""3.0.1"", ""linkifyjs"": ""3.0.1"", ""localforage"": ""^1.7.3"", ""lodash"": ""4.17.10"", ""md5"": ""^2.3.0"", ""mini-css-extract-plugin"": ""^1.3.3"", ""nanoid"": ""^3.1.3"", ""notistack"": ""^2.0.4"", ""numeraljs"": ""^1.5.6"", ""ogr2ogr"": ""^3.1.1"", ""ora"": ""^3.4.0"", ""prop-types"": ""^15.6.0"", ""raw-loader"": ""^4.0.2"", ""react-anchor-link-smooth-scroll"": ""^1.0.12"", ""react-color"": ""^2.18.0"", ""react-force-graph-3d"": ""^1.21.12"", ""react-helmet"": ""6.1.0"", ""react-intersection-observer"": ""^8.32.0"", ""react-json-pretty"": ""^2.2.0"", ""react-leaflet"": ""^3.2.5"", ""react-masonry-css"": ""^1.0.16"", ""react-pdfobject"": ""^1.1.1"", ""react-refresh"": ""^0.11.0"", ""react-router-named-routes"": ""0.0.23"", ""react-use"": ""^17.3.2"", ""react-waypoint"": ""^10.1.0"", ""react-zoom-pan-pinch"": ""^2.1.3"", ""rimraf"": ""^3.0.2"", ""sanitize-html"": ""^2.1.0"", ""slate"": ""^0.72.3"", ""slate-history"": ""^0.66.0"", ""slate-hyperscript"": ""^0.67.0"", ""slate-react"": ""^0.72.6"", ""smoothscroll-polyfill"": ""^0.4.4"", ""style-loader"": ""^2.0.0"", ""terser-webpack-plugin"": ""^5.3.1"", ""three"": ""^0.138.3"", ""three-css2drender"": ""^1.0.0"", ""three-spritetext"": ""^1.6.5"", ""tiny-warning"": ""^1.0.3"", ""url-loader"": ""^4.1.1"", ""webpack"": ""^5.59.1"", ""webpack-dev-middleware"": ""^5.2.1"", ""webpack-hot-middleware"": ""^2.25.1"", ""wellknown"": ""^0.5.0"", ""yargs"": ""^13.2.4"", ""yup"": ""^0.32.11""}","{""@apollo/client"": ""^3.4.8"", ""@babel/cli"": ""^7.17.0"", ""@babel/plugin-transform-runtime"": ""^7.17.0"", ""@babel/preset-env"": ""^7.16.11"", ""@babel/preset-react"": ""^7.16.7"", ""@elastic/elasticsearch"": ""^7.7.1"", ""@emotion/react"": ""^11.9.0"", ""@emotion/styled"": ""^11.8.1"", ""@mnemotix/synaptix-client-toolkit"": ""^2.5.5"", ""@mnemotix/synaptix.js"": ""^4.11.1"", ""@mui/material"": ""^5.6.4"", ""@mui/styles"": ""^5.6.2"", ""@mui/system"": ""^5.6.4"", ""@synaptix/ui"": ""^1.0.0"", ""@testing-library/react"": ""^9.3.0"", ""babel-jest"": ""^27.3.1"", ""babel-plugin-import"": ""1.13.3"", ""babel-plugin-jsx-control-statements"": ""^4.0.0"", ""dayjs"": ""^1.10.7"", ""depcheck"": ""^1.4.2"", ""formik"": ""2.2.9"", ""graphql"": ""15.7.2"", ""jest"": ""^27.3.1"", ""jest-fetch-mock"": ""^3.0.3"", ""react"": ""17.0.2"", ""react-dom"": ""17.0.2"", ""react-i18next"": ""11.16.2"", ""react-router"": ""5.2.0"", ""react-router-dom"": ""5.3.0""}"
@yext/answers-search-ui,https://www.npmjs.com/package/@yext/answers-search-ui,2.0.1,621508244,184,184,"{""@mapbox/mapbox-gl-language"": ""^0.10.1"", ""@yext/answers-storage"": ""^1.1.0"", ""@yext/rtf-converter"": ""^1.7.1"", ""@yext/search-core"": ""^2.8.0"", ""bowser"": ""^2.11.0"", ""cross-fetch"": ""^3.1.5"", ""css-vars-ponyfill"": ""^2.4.3"", ""gulp-sourcemaps"": ""^2.6.5"", ""handlebars"": ""^4.7.7"", ""js-levenshtein"": ""^1.1.6"", ""kind-of"": ""^6.0.3"", ""lodash.clonedeep"": ""^4.5.0"", ""lodash.escaperegexp"": ""^4.1.2"", ""lodash.isequal"": ""^4.5.0"", ""markdown-it-for-inline"": ""^0.1.1"", ""plural-forms"": ""^0.5.1"", ""stylelint-scss"": ""^4.1.0"", ""sweetalert"": ""^2.1.2"", ""template-helpers"": ""^1.0.1"", ""uuid"": ""^8.3.2""}","{""@axe-core/puppeteer"": ""^4.4.2"", ""@babel/plugin-proposal-object-rest-spread"": ""^7.9.5"", ""@babel/plugin-syntax-dynamic-import"": ""^7.2.0"", ""@babel/plugin-transform-arrow-functions"": ""^7.8.3"", ""@babel/plugin-transform-object-assign"": ""^7.10.4"", ""@babel/plugin-transform-runtime"": ""^7.9.0"", ""@babel/preset-env"": ""^7.13.10"", ""@babel/runtime-corejs3"": ""^7.13.10"", ""@percy/cli"": ""^1.2.1"", ""@percy/puppeteer"": ""^2.0.0"", ""@rollup/plugin-json"": ""^4.1.0"", ""@size-limit/file"": ""^4.9.0"", ""@types/jest"": ""^24.0.15"", ""autoprefixer"": ""^10.4.4"", ""cheerio"": ""1.0.0-rc.12"", ""cross-env"": ""^7.0.3"", ""cssnano"": ""^5.1.4"", ""del"": ""^6.0.0"", ""enzyme"": ""^3.11.0"", ""eslint"": ""^8.11.0"", ""eslint-config-semistandard"": ""^15.0.1"", ""eslint-config-standard"": ""^16.0.3"", ""eslint-plugin-import"": ""^2.25.4"", ""eslint-plugin-node"": ""^11.1.0"", ""eslint-plugin-promise"": ""^5.1.0"", ""fs-extra"": ""^9.0.1"", ""full-icu"": ""^1.3.4"", ""generate-license-file"": ""^1.3.0"", ""gettext-extractor"": ""^3.5.2"", ""gulp"": ""^4.0.2"", ""gulp-concat"": ""^2.6.1"", ""gulp-declare"": ""^0.3.0"", ""gulp-filter"": ""^7.0.0"", ""gulp-handlebars"": ""^5.0.2"", ""gulp-postcss"": ""^9.0.0"", ""gulp-remove-code"": ""^3.0.4"", ""gulp-rename"": ""^1.4.0"", ""gulp-replace"": ""^1.0.0"", ""gulp-rollup-lightweight"": ""^1.0.10"", ""gulp-rtlcss"": ""^1.4.2"", ""gulp-sass"": ""^5.1.0"", ""gulp-uglify-es"": ""^2.0.0"", ""gulp-umd"": ""^2.0.0"", ""gulp-wrap"": ""^0.14.0"", ""i18next"": ""^19.9.2"", ""i18next-conv"": ""^10.0.2"", ""jest"": ""^24.8.0"", ""jest-transform-stub"": ""^2.0.0"", ""postcss"": ""8.4.31"", ""postcss-pxtorem"": ""^6.0.0"", ""puppeteer"": ""^13.5.1"", ""regenerator-runtime"": ""0.13.1"", ""rollup"": ""2.79.2"", ""rollup-plugin-babel"": ""^4.4.0"", ""rollup-plugin-commonjs"": ""^9.2.1"", ""rollup-plugin-node-builtins"": ""^2.1.2"", ""rollup-plugin-node-resolve"": ""^4.0.1"", ""rollup-plugin-svg"": ""^2.0.0"", ""sass"": ""^1.34.0"", ""serve"": ""^13.0.2"", ""serve-handler"": ""^6.1.3"", ""size-limit"": ""^4.9.0"", ""stylelint"": ""^14.5.3"", ""stylelint-config-standard-scss"": ""^3.0.0"", ""testcafe"": ""^3.7.3"", ""vinyl-buffer"": ""^1.0.1"", ""vinyl-source-stream"": ""^2.0.0""}"
lark-opencode-linux-x64,https://www.npmjs.com/package/lark-opencode-linux-x64,0.0.0-master-202603030712,260275365,3,3,{},{}
lark-opencode-linux-arm64,https://www.npmjs.com/package/lark-opencode-linux-arm64,0.0.0-master-202603030942,189000001,2,2,{},{}
defcode-linux-x64,https://www.npmjs.com/package/defcode-linux-x64,0.0.0-ci-202603151920,159028923,2,2,{},{}
restforgejs,https://www.npmjs.com/package/restforgejs,2.5.5,266953941,2437,2437,"{""@aws-sdk/client-s3"": ""^3.1030.0"", ""@aws-sdk/lib-storage"": ""^3.1030.0"", ""@aws-sdk/s3-request-presigner"": ""^3.1030.0"", ""bcrypt"": ""^6.0.0"", ""body-parser"": ""^1.20.3"", ""bullmq"": ""^5.69.4"", ""bytenode"": ""^1.5.7"", ""dotenv"": ""^16.6.1"", ""exceljs"": ""^4.4.0"", ""express"": ""^4.21.2"", ""ioredis"": ""^5.8.2"", ""jsonwebtoken"": ""^9.0.2"", ""kafkajs"": ""^2.2.4"", ""moment"": ""^2.30.1"", ""multer"": ""^2.1.1"", ""mysql2"": ""^3.14.0"", ""oracledb"": ""^6.9.0"", ""pg"": ""^8.16.3"", ""pino"": ""^10.1.0"", ""pino-pretty"": ""^13.1.3"", ""prompt-sync"": ""^4.2.0"", ""qrcode"": ""^1.5.4"", ""redis"": ""^5.1.1"", ""speakeasy"": ""^2.0.0"", ""uuid"": ""^11.1.0"", ""ws"": ""^8.18.0"", ""yargs"": ""^17.7.2""}",{}
scu-web-components,https://www.npmjs.com/package/scu-web-components,1.3.19,225288126,40012,40011,"{""@floating-ui/dom"": ""1.5.4"", ""dotenv"": ""16.0.3"", ""rgb-hex"": ""4.0.1"", ""yargs"": ""17.7.1""}","{""@lit-labs/testing"": ""0.2.0"", ""@types/jest"": ""29.5.2"", ""@types/mocha"": ""10.0.1"", ""@web/test-runner-puppeteer"": ""0.13.1"", ""contentful"": ""9.3.5"", ""contentful-management"": ""10.31.1"", ""contentful-readme-generator"": ""0.0.6"", ""contentful-typescript-codegen"": ""3.4.0"", ""csstype"": ""3.1.1"", ""puppeteer"": ""19.11.1"", ""scu-web-components-core"": ""0.0.54"", ""validator"": ""13.9.0""}"
