package,version,size_bytes,file_count,nonempty_file_count,jt_afferent,jt_efferent_total,jt_efferent_internal,jt_efferent_external,jt_instability,jt_in_degree,jt_out_degree,jt_in_degree_centrality,jt_out_degree_centrality,jt_total_degree_centrality,jt_dependency_score,jt_warning_count,jt_warning_messages
@shopify/swcify,0.1.17,129537184,21,21,0,19,0,19,1,0,0,0,0,0,19,0,
@argycloud/argy-linux-x64-baseline,1.10.6,122030532,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@prima-assicurazioni/pyxis-npm,3.0.1,180964277,1610,1610,0,28,0,28,1,0,0,0,0,0,28,0,
aurora-langium,0.4.1,168697852,311,311,0,21,0,21,1,0,0,0,0,0,21,0,
cosynode,1.1.0,462921546,27,27,0,7,0,7,1,0,0,0,0,0,7,0,
defcode-linux-x64-baseline,0.0.0-ci-202603151920,159028932,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@erikfm/erik-code,7.0.1,263006810,19397,19376,0,0,0,0,0,0,0,0,0,0,0,0,
humancode-linux-x64-baseline,0.0.33,156671123,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
defcode-linux-x64-baseline-musl,0.0.0-ci-202603151920,150722367,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
innerver,1.3.0,266289829,1106,1106,0,12,0,12,1,0,0,0,0,0,12,0,
daliyuer-static,1.0.48,135532185,402,402,0,0,0,0,0,0,0,0,0,0,0,0,
@anieo/codegenie-cli-linux-arm64-musl,1.3.3,145253262,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-angusdkobjectivec,1.0.0,262979748,533,533,0,1,0,1,1,0,0,0,0,0,1,0,
easy_dash,0.0.8-d,228680212,28,28,0,5,0,5,1,0,0,0,0,0,5,0,
@anonymous-dev/0x0-server-linux-x64-baseline,2.8.2,125791237,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
cputil-standalone,1.0.2,156112319,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
@ofeiss/hapi-linux-arm64,0.15.32,137471869,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
p8,1.0.0,122331770,37,37,0,10,0,10,1,0,0,0,0,0,10,0,
exe-pdf-render,0.1.8,138291936,294,294,0,11,0,11,1,0,0,0,0,0,11,0,
@maxlapko/screenshot-glb,1.0.0,129232241,19,19,0,5,0,5,1,0,0,0,0,0,5,0,
@pyodude/pyodide,1.0.2,283342030,168,168,0,0,0,0,0,0,0,0,0,0,0,0,
clothingweb,0.9.5,125267827,148,123,0,45,0,45,1,0,0,0,0,0,45,0,
nodefbx,1.0.1,480020677,258,258,0,0,0,0,0,0,0,0,0,0,0,0,
react-multi-select-v,0.0.2,464888853,17488,17486,0,10,0,10,1,0,0,0,0,0,10,0,
@iabrarsyed/myteaapp,1.1.1,438323099,16769,16651,1,1,1,0,0.5,1,1,0.0002,0.0002,0.0002,2,0,
@flamingbear/api,1.17.1-rc-2,553879433,202,201,0,77,1,76,1,0,1,0,0.0002,0.0001,77,0,
react-native-nfc-epassport-reader,0.0.5,259473294,1135,1135,1,11,1,10,0.9167,1,1,0.0002,0.0002,0.0002,12,0,
react-native-web-to-native-template,0.0.3,274162150,2352,2352,0,34,0,34,1,0,0,0,0,0,34,0,
crn-cli,0.1.2,351130874,18239,18233,0,10,0,10,1,0,0,0,0,0,10,0,
@intocode-io/webdev-101,1.0.2,572121104,37390,37213,0,1,0,1,1,0,0,0,0,0,1,0,
reactnative-lightening-wallet-rs,0.1.42,414567789,32,32,0,2,0,2,1,0,0,0,0,0,2,0,
fixdog,0.1.20,329571866,403,403,0,19,0,19,1,0,0,0,0,0,19,0,
@blendvision/link,1.1.0,187737444,97,93,0,3,0,3,1,0,0,0,0,0,3,0,
nanocode-linux-arm64,1.2.28,252913516,435,435,0,0,0,0,0,0,0,0,0,0,0,0,
mecha-axios-processer,1.4.5,244664770,129,127,0,14,0,14,1,0,0,0,0,0,14,0,
@tansuasici/country-state-city,2.0.10,164735517,228,228,1,27,2,25,0.9643,1,2,0.0002,0.0004,0.0003,28,0,
@fathyb/carbonyl-linux-arm64,0.0.2-next.bacf3db,179439071,15,13,0,0,0,0,0,0,0,0,0,0,0,0,
@command-center/command-center-win-arm64,0.9.1,174493314,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@avemeva/agent-telegram-linux-x64,0.1.18,158808376,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@xutest1/windows-x64,0.3.6,153598707,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
mbed-cloud-sdk,2.6.10,137059603,2261,2261,0,55,0,55,1,0,0,0,0,0,55,0,
test_yxy,1.0.0,230290264,3127,3109,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-baidu-live-detect,1.0.5,168059970,4154,2783,0,0,0,0,0,0,0,0,0,0,0,0,
tech9-cdk-nextjs-standalone,0.0.9,121214531,6935,6932,0,43,0,43,1,0,0,0,0,0,43,0,
wrapper-meet,1.2.0,115692141,326,326,0,0,0,0,0,0,0,0,0,0,0,0,
hzt_sf,1.0.3,139543503,64,64,0,2,0,2,1,0,0,0,0,0,2,0,
nativescript-wikitude-chiliz,2.4.0,121815744,82,81,0,10,0,10,1,0,0,0,0,0,10,0,
koishi-plugin-to-image-service-font-source-han-mono-sc,0.0.7,241468745,18,18,0,1,0,1,1,0,0,0,0,0,1,0,
idg-react-native-plugin,1.1.4,193723761,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
realworks-template,1.0.5,121239296,7648,7620,0,13,0,13,1,0,0,0,0,0,13,0,
codetown,0.0.59,138505496,100,100,0,46,0,46,1,0,0,0,0,0,46,0,
react-native-btaskee-mini-app,1.0.2,149548672,1546,1546,0,32,0,32,1,0,0,0,0,0,32,0,
@mojaloop/sdk-scheme-adapter,24.19.5,120229069,2269,2265,0,22,0,22,1,0,0,0,0,0,22,0,
@matrixd-dev/test-package-2,0.0.1,134218210,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
dialed-admin,3.3.0,337199268,51524,51469,0,0,0,0,0,0,0,0,0,0,0,0,
@adobe/spectrum-express-tokens,1.0.0-beta.33,236391923,10,10,0,2,0,2,1,0,0,0,0,0,2,0,
email-platform,0.0.3,410324119,2222,2203,0,48,0,48,1,0,0,0,0,0,48,0,
upscayl-ffmpeg,5.1.1,307671213,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
@based/db-server-linux-x64,3.2.0,422431168,1710,1710,0,0,0,0,0,0,0,0,0,0,0,0,
dotnet-sdk-2.2-win-ia32,2.2.1007,303079546,950,949,0,0,0,0,0,0,0,0,0,0,0,0,
rn-auto-height-webview,0.0.2,374838742,1233,1231,0,17,0,17,1,0,0,0,0,0,17,0,
@robotical/martyblocks,4.0.35,432535666,228,227,0,0,0,0,0,0,0,0,0,0,0,0,
choco-bot,3.0.0,208390441,457,434,0,11,0,11,1,0,0,0,0,0,11,0,
react-native-game-pad,1.0.0,449577898,6351,6344,0,13,0,13,1,0,0,0,0,0,13,0,
@fengyin-tech/cesdk,1.0.2,276004791,2475,2475,0,0,0,0,0,0,0,0,0,0,0,0,
@charilezhou/openclaw,2026.3.28-charzhou.4,178188578,17057,17051,0,68,0,68,1,0,0,0,0,0,68,0,
@hippy/chrome-devtools,0.1.2,174987412,9157,9137,0,63,0,63,1,0,0,0,0,0,63,0,
@lhama/ui-kitten,1.0.0,189205648,1157,1155,0,38,0,38,1,0,0,0,0,0,38,0,
castclaw-linux-x64-baseline-musl,1.2.2,184076525,670,670,0,0,0,0,0,0,0,0,0,0,0,0,
quran-search-engine,0.3.2,145585830,16,16,0,25,0,25,1,0,0,0,0,0,25,0,
@kontor/kontor-sdk,1.0.0-alpha.52,135638642,26885,26885,0,14,0,14,1,0,0,0,0,0,14,0,
newlogic,0.1.5-beta,233902109,198,195,0,65,0,65,1,0,0,0,0,0,65,0,
@ex-machina/opencode-windows-x64-baseline,1.3.3001,171306728,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@datev/droplocation-cypress-binaries-win32,9.4.1,183654743,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@uptake/cdk-vue,3.25.1,128729402,211,211,0,80,0,80,1,0,0,0,0,0,80,0,
cordova-plugin-cfive-aware-biometrics,0.0.4,182172380,129,128,0,0,0,0,0,0,0,0,0,0,0,0,
@kelda/install,0.13.1,126356087,25,25,0,4,0,4,1,0,0,0,0,0,4,0,
@anonymous-dev/0x0-linux-arm64-musl,6.5.2,130650490,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@dundle/resources,1.0.388,173956437,3480,3480,0,0,0,0,0,0,0,0,0,0,0,0,
ea-iview,1.0.9,172683689,597,596,0,72,0,72,1,0,0,0,0,0,72,0,
zarbis-platform-nix-i686,1.5.87,124037462,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@codemieai/codemie-opencode-darwin-x64,0.0.47,117738650,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
opentest-actor-mochawesome,1.1.0,140395225,92,92,0,1,0,1,1,0,0,0,0,0,1,0,
cordova.plugin.eliesauveterre.zoom,4.6.2166-6.605,157760687,1183,1183,0,0,0,0,0,0,0,0,0,0,0,0,
@matrixd-dev/test-package-3,0.0.1,134218210,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@dragon-den/install-elasticsearch-5,0.0.3,124237323,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
zqj-pics,4.3.165,128001934,217,217,0,1,0,1,1,0,0,0,0,0,1,0,
alarm-schedules,1.1.0,118870909,1724,1723,0,37,0,37,1,0,0,0,0,0,37,0,
fhir-swagger,2.3.0,482970743,9211,9211,0,9,0,9,1,0,0,0,0,0,9,0,
@cocalc/share,0.8.3,237510473,284,284,0,20,1,19,1,0,1,0,0.0002,0.0001,20,0,
mobilenftminter,1.1.5,358995758,1027,1025,0,38,0,38,1,0,0,0,0,0,38,0,
react-native-collapsible-bar-flatlist,0.1.1,361201971,5058,5057,0,3,0,3,1,0,0,0,0,0,3,0,
ironcode-windows-x64,1.17.0,204028016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
clustergrammer2-alpha,0.2.3,270020400,375,374,0,46,0,46,1,0,0,0,0,0,46,0,
tda-de-current-format,1.0.3,896316695,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
wam-community,0.4.9,195269819,976,976,0,3,0,3,1,0,0,0,0,0,3,0,
expandable-list,0.0.1,415288237,5646,5645,0,15,0,15,1,0,0,0,0,0,15,0,
@hakuneko/ffmpeg-binaries,4.2.1-1,186966071,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
happy-dom-cli,0.1.0,165136810,138,138,0,8,0,8,1,0,0,0,0,0,8,0,
@tilt.dev/tilt-inspector,0.1.8,149124267,5225,2358,0,12,1,11,1,0,1,0,0.0002,0.0001,12,0,
poker-evaluator-ts,2.0.3,129969169,33,33,0,6,0,6,1,0,0,0,0,0,6,0,
@ex-machina/opencode-windows-x64,1.3.3001,171979999,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
webdriverio-automation,1.0.0,148221892,13773,13733,0,36,0,36,1,0,0,0,0,0,36,0,
humancode-windows-x64,0.0.33,165504113,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
tonnel-cli,0.1.5,194932577,21,21,0,30,0,30,1,0,0,0,0,0,30,0,
@anjanpoonacha/opencode,1.14.30,104499187,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
asp.net,1.1.1,117679377,585,576,0,0,0,0,0,0,0,0,0,0,0,0,
ldfdpickh,1.0.5,201259707,658,658,0,0,0,0,0,0,0,0,0,0,0,0,
mycrypto-trezor-link,1.5.1,124613225,223,223,0,25,1,24,1,0,1,0,0.0002,0.0001,25,0,
@nntoan/gstack-windows-x64,0.7.0,116735388,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
vue-el-web,1.3.78,141951847,361,361,0,45,0,45,1,0,0,0,0,0,45,0,
@fontsource/chiron-hei-hk,5.2.5,188280666,4091,4091,0,0,0,0,0,0,0,0,0,0,0,0,
@dream11mobile/react-native-fancode-sdk,3.1.2,475076781,94,91,0,21,0,21,1,0,0,0,0,0,21,0,
@pulsefinance/dex-contract,0.3.6,115862667,90,89,0,2,0,2,1,0,0,0,0,0,2,0,
@phyloref/phyx,1.2.1,314405372,4903,4903,0,19,0,19,1,0,0,0,0,0,19,0,
@seraosbolt/tamagui,1.0.1,326745542,35093,35044,0,29,0,29,1,0,0,0,0,0,29,0,
react-native-nativemodule-sample,0.0.3,406118486,1096,1096,0,17,0,17,1,0,0,0,0,0,17,0,
nativescript-ffmpeg-plugin,0.0.2,352233460,218,218,0,9,0,9,1,0,0,0,0,0,9,0,
@uwx/libav.js,6.0.0-nightly.29.f420ff.ffmpeg.6.1.1,547912329,325,325,0,2,0,2,1,0,0,0,0,0,2,0,
@connected-home/react-native-geolocation,1.5.13,306034335,1343,1342,0,0,0,0,0,0,0,0,0,0,0,0,
server_mmo,1.0.0,319064131,820,820,0,0,0,0,0,0,0,0,0,0,0,0,
bamboo-design,2.0.24,309447597,79,77,0,0,0,0,0,0,0,0,0,0,0,0,
javajre-linux-64,17.0.8,318623940,387,387,0,0,0,0,0,0,0,0,0,0,0,0,
@dattv155/react-native-basic-template,0.0.2,270902711,1101,1101,0,0,0,0,0,0,0,0,0,0,0,0,
@hamzasaleem2397/react-native-onboarding,0.0.6,256117566,957,957,0,8,0,8,1,0,0,0,0,0,8,0,
humancode-windows-x64-baseline,0.0.33,165055610,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
qdmframwork,1.0.2,254822257,2494,2494,0,11,0,11,1,0,0,0,0,0,11,0,
nanocode-darwin-x64,1.2.28,216582221,435,435,0,0,0,0,0,0,0,0,0,0,0,0,
@orfeas126/box-ui-elements,0.0.6,201701961,14082,14046,0,194,1,193,1,0,1,0,0.0002,0.0001,194,0,
study-lenses,0.0.180,204579185,3847,3821,0,38,0,38,1,0,0,0,0,0,38,0,
@floydspace/projen-components,1.0.1,160051206,9461,9447,0,36,0,36,1,0,0,0,0,0,36,0,
polygonjs-editor,1.5.98-1,153818302,2077,2077,0,46,1,45,1,0,1,0,0.0002,0.0001,46,0,
node-droid-language,1.0.2,267325419,400,400,0,7,0,7,1,0,0,0,0,0,7,0,
cerebras-cli-linux-x64,1.2.1,153856390,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
foxpay-native-module-dn,0.0.3,198498768,650,650,0,20,1,19,1,0,1,0,0.0002,0.0001,20,0,
@here/harp-map-editor,0.1.2,188727849,901,901,0,35,1,34,1,0,1,0,0.0002,0.0001,35,0,
@avemeva/agent-telegram-win32-x64,0.1.18,146149629,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
webviewer-extension,0.0.4,217554384,456,452,0,1,0,1,1,0,0,0,0,0,1,0,
whistle.lconsole,0.0.1,136419079,14413,14384,0,5,0,5,1,0,0,0,0,0,5,0,
smssakutoko,0.0.1,147509435,11353,9723,0,11,0,11,1,0,0,0,0,0,11,0,
node-openalpr-remastered,1.1.3,139050381,204,203,0,3,0,3,1,0,0,0,0,0,3,0,
unicode-5.1.0,0.7.5,117640611,1240,1240,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-mtk-smartconfig,0.0.4,140993936,2873,2872,0,0,0,0,0,0,0,0,0,0,0,0,
infinitymint-rm,0.69.2-rm,156159090,450,449,0,42,0,42,1,0,0,0,0,0,42,0,
check-translation-files,0.1.21,125631134,23,23,0,15,0,15,1,0,0,0,0,0,15,0,
@nikolahuang1/nova,0.2.7,150026791,5080,5074,0,14,0,14,1,0,0,0,0,0,14,0,
aisuda,1.0.0,119771507,2134,2132,0,31,0,31,1,0,0,0,0,0,31,0,
@randomlabs/slate-linux-arm64,1.0.29,127128556,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@tuax-ssr/examples,0.0.19,233278302,30,30,0,14,0,14,1,0,0,0,0,0,14,0,
gtwxxh-music,1.0.3,190164531,245,245,0,0,0,0,0,0,0,0,0,0,0,0,
@chalda/emojis.json,16.0.2,133440698,35,35,0,0,0,0,0,0,0,0,0,0,0,0,
json-locale,0.1.6,251033091,699,699,0,12,0,12,1,0,0,0,0,0,12,0,
tfjs-cifar10,1.1.1,138998567,12,12,0,2,1,1,1,0,1,0,0.0002,0.0001,2,0,
@dataillusion/openclaw,2026.3.14-v6,224032477,5284,5283,0,74,0,74,1,0,0,0,0,0,74,0,
@displode/stm32cubewb-xpack,0.3.2-s1.15.0,171000411,4607,4606,0,0,0,0,0,0,0,0,0,0,0,0,
dotnet-sdk-3.0-linux-arm,3.0.1007,336748858,2333,2331,0,0,0,0,0,0,0,0,0,0,0,0,
dotnet-sdk-2.2-linux-x64,2.2.1007,348217013,913,912,0,0,0,0,0,0,0,0,0,0,0,0,
cordova-plugin-document-reader-core-full-beta,5.0.10,203158711,13,12,0,0,0,0,0,0,0,0,0,0,0,0,
react-viro-goopy,2.20.0,230545517,1212,1175,0,1,0,1,1,0,0,0,0,0,1,0,
gin-ui-kit-test,0.0.2,287290324,1209,1209,0,40,0,40,1,0,0,0,0,0,40,0,
dotnet-sdk-2.1-win-ia32,2.1.1007,295133919,936,935,0,0,0,0,0,0,0,0,0,0,0,0,
rhubarb-lip-sync,0.0.1-alfa-3,152817432,92,92,0,0,0,0,0,0,0,0,0,0,0,0,
grist-static,0.1.5,129986233,1511,1507,0,0,0,0,0,0,0,0,0,0,0,0,
javajre-windows-64,17.0.8,304054607,418,418,0,0,0,0,0,0,0,0,0,0,0,0,
epochcli-ai-linux-x64-baseline-musl,2.2.2,143672060,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-blind-threshold-bls,1.0.1,145356922,135,132,0,2,0,2,1,0,0,0,0,0,2,0,
@rmbg/model-u2net-cloth,0.0.1,176195521,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
@hai.ai/jacs,0.10.1,145245431,49,49,0,10,0,10,1,0,0,0,0,0,10,0,
blupr,0.0.20,125307203,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@cotctl/cli-linux-arm64,0.5.1,123473291,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@mobvibe/cli-win32-x64,0.1.48,116277683,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
anqila-webgl-star,2.0.6,129702966,364,364,0,0,0,0,0,0,0,0,0,0,0,0,
@memoryx/codegraph-mcp,0.12.3,416317743,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
iotivity-lite,0.1.2-node9,122722588,2305,2302,0,3,0,3,1,0,0,0,0,0,3,0,
@chinese-fonts/moon-stars-kai,2.0.0,123746690,2939,2939,0,0,0,0,0,0,0,0,0,0,0,0,
evans-sdlpal-source,1.0.0,148536445,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-template-mah,0.0.4,391864238,5037,5023,0,22,1,21,1,0,1,0,0.0002,0.0001,22,0,
agenttwixorbuild,0.0.1,402532964,994,994,0,17,0,17,1,0,0,0,0,0,17,0,
@cpp.js/package-gdal,1.0.0,462056848,1291,1291,0,11,3,8,1,0,3,0,0.0006,0.0003,11,0,
react-native-autocomplete-textinput,0.1.0,375724243,7122,7119,0,2,0,2,1,0,0,0,0,0,2,0,
omega-mobile,0.0.2,375835396,4849,4842,0,8,0,8,1,0,0,0,0,0,8,0,
@ai-nd-co/codex-sdk,3.2.6,337031005,10,10,0,17,0,17,1,0,0,0,0,0,17,0,
aliyun-test,0.0.2-beta.1,336145019,4914,4913,0,0,0,0,0,0,0,0,0,0,0,0,
electron-aio,22.2.1,325943279,138,138,0,3,0,3,1,0,0,0,0,0,3,0,
dotnet-sdk-3.0-linux-x64,3.0.1007,326377786,2333,2331,0,0,0,0,0,0,0,0,0,0,0,0,
@caoshouse/imagick_x64,1.0.3,300580706,34,34,0,3,0,3,1,0,0,0,0,0,3,0,
@bonginkan/maria-lite,11.0.0,242787559,1022,1022,0,13,1,12,1,0,1,0,0.0002,0.0001,13,0,
better-npm-init,1.0.1,275663982,9777,9741,0,11,0,11,1,0,0,0,0,0,11,0,
react-native-template-drtyoshi,0.0.1,261570372,2282,2279,0,0,0,0,0,0,0,0,0,0,0,0,
@lgcyaxi/oh-my-claude,2.2.3,234912043,41,41,0,8,0,8,1,0,0,0,0,0,8,0,
mini-browser,1.0.3,248870714,100,98,0,11,0,11,1,0,0,0,0,0,11,0,
track-dry,0.0.1,256424480,2622,2622,0,17,0,17,1,0,0,0,0,0,17,0,
@trusted-solutions/sdit.hal,7.2.0-alpha.4,253536660,1531,1528,0,23,0,23,1,0,0,0,0,0,23,0,
hivelight-fast-geoip,1.1.492,158664166,3128,3128,0,2,0,2,1,0,0,0,0,0,2,0,
@tokenring-ai/writer,0.2.38,216749636,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
aws-sandbox,0.3.18,151631019,15532,15528,0,36,0,36,1,0,0,0,0,0,36,0,
@react-native-ohos/react-native-skia,2.0.0,231967341,3876,3875,0,25,0,25,1,0,0,0,0,0,25,0,
@thebushidocollective/han-win32-x64,3.18.0,156411437,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
zap-client,1.5.4,150290640,24551,24508,0,5,0,5,1,0,0,0,0,0,5,0,
github1s-vscode-web,1.80.0,151875432,769,769,0,11,0,11,1,0,0,0,0,0,11,0,
latex-editor-cli,1.0.11,153555973,1704,1704,0,21,0,21,1,0,0,0,0,0,21,0,
@cawfree/react-native-elsewhere,1.0.28,150400465,1987,1555,0,1,0,1,1,0,0,0,0,0,1,0,
open-quran-view,0.5.0,221001152,1246,1246,0,22,0,22,1,0,0,0,0,0,22,0,
@mozilla-voice/stt-cuda,0.9.0-alpha.5,143247586,33,33,0,11,0,11,1,0,0,0,0,0,11,0,
lml-main,1.0.0,131744766,21038,20967,0,2,0,2,1,0,0,0,0,0,2,0,
theme-pack,0.0.9,123446304,15633,15548,0,17,0,17,1,0,0,0,0,0,17,0,
three-model-viewer,0.1.14,129572998,241,240,0,23,0,23,1,0,0,0,0,0,23,0,
@extjs/sencha-cmd-macos,6.6.0,144077079,3570,3545,0,1,0,1,1,0,0,0,0,0,1,0,
@digifi-los/reactapp,0.1.2,122578562,1528,1522,0,97,0,97,1,0,0,0,0,0,97,0,
@ardentcode/sports-lib,5.4.29,116545533,952,951,0,23,0,23,1,0,0,0,0,0,23,0,
pixiv6,1.0.0,207680768,786,786,0,0,0,0,0,0,0,0,0,0,0,0,
nativescript-cv-plugin-ssi,0.0.58,115759038,15,14,0,0,0,0,0,0,0,0,0,0,0,0,
iport-next,1.0.0,133617286,4890,3701,0,94,1,93,1,0,1,0,0.0002,0.0001,94,0,
@kozi/demo4,1.0.4,126354683,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@stephen-lord/other,1.0.26,119722566,29,28,0,0,0,0,0,0,0,0,0,0,0,0,
@patoudss/jest-schematic,3.2.0,603870418,43598,43493,0,16,0,16,1,0,0,0,0,0,16,0,
testify-newtest,1.3.0,416092700,13956,13870,0,4,0,4,1,0,0,0,0,0,4,0,
dotnet-sdk-3.1-win-x64,3.1.1007,437769124,2772,2770,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-mnemonic-key,0.1.3,486387366,21378,16881,0,20,0,20,1,0,0,0,0,0,20,0,
react-native-kaltura-player-v3,1.0.1,456343234,11562,11537,0,9,0,9,1,0,0,0,0,0,9,0,
deviceprofiler,1.2.20,271476842,17,17,0,3,0,3,1,0,0,0,0,0,3,0,
dotnet-sdk-3.0-linux-arm64,3.0.1007,359160386,2333,2331,0,0,0,0,0,0,0,0,0,0,0,0,
rnvibessdk,0.0.2,320287353,4351,4350,0,11,0,11,1,0,0,0,0,0,11,0,
@savvyplatform/ffprobe-static,4.3.1,393653951,12,12,0,1,0,1,1,0,0,0,0,0,1,0,
react-native-nativelogcheck,1.0.1,406713607,1027,1024,0,0,0,0,0,0,0,0,0,0,0,0,
mass-app,0.0.3,382153830,1228,1226,1,23,1,22,0.9583,1,1,0.0002,0.0002,0.0002,24,0,
rn-initapp-javascript-template,1.0.0,319243403,1113,1113,0,0,0,0,0,0,0,0,0,0,0,0,
pakkk-parameters,1.1.0,287045675,155,154,0,65,0,65,1,0,0,0,0,0,65,0,
@hdwebsoft/hdcode-ai-linux-x64,0.1.16,127141535,12,12,0,0,0,0,0,0,0,0,0,0,0,0,
com.genies.sdk,0.0.74,299125506,2607,2600,0,0,0,0,0,0,0,0,0,0,0,0,
funk,2.0.0-alpha-39d1c5f8ed,254060608,178,177,0,23,0,23,1,0,0,0,0,0,23,0,
react-native-template-ahcor,1.0.5,276833474,1181,1179,0,0,0,0,0,0,0,0,0,0,0,0,
nikcli-linux-arm64,0.0.9,212684723,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@uwx/libav.js-fat,6.0.0-nightly.29.f420ff.ffmpeg.6.1.1,226348867,31,31,0,0,0,0,0,0,0,0,0,0,0,0,
42q-shared-ui,1.1.55,188846915,20970,20908,0,2,0,2,1,0,0,0,0,0,2,0,
tryelectronapp,1.0.1,264176616,79,79,0,4,0,4,1,0,0,0,0,0,4,0,
react-native-rhspeech,0.1.0,233687252,78,78,0,0,0,0,0,0,0,0,0,0,0,0,
devtopai-windows-x64,1.4.1,180552815,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
devtopai-windows-x64-baseline,1.4.1,180552824,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
myui-bootstrap-kr,1.0.0,207168274,320,320,0,43,0,43,1,0,0,0,0,0,43,0,
@arctic-cli/arctic-linux-x64-musl,0.0.0-main-202604241053,164674368,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
mindson,1.0.0,246133945,3101,3071,0,53,0,53,1,0,0,0,0,0,53,0,
xsk-unity-renderer,1.0.18,174361817,15,15,0,0,0,0,0,0,0,0,0,0,0,0,
epochcli-ai-windows-x64-baseline,2.2.2,161838715,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
codegenie-windows-x64-baseline,0.0.0-develop-202604091039,159705475,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-screen-lock-unlock-listener,1.0.1,178289305,1612,1610,0,2,0,2,1,0,0,0,0,0,2,0,
hy-rtc-sdk-components,0.0.91,154918045,22,22,0,56,0,56,1,0,0,0,0,0,56,0,
yinghe-lowcode-zln,3.4.46,142996174,681,677,0,48,0,48,1,0,0,0,0,0,48,0,
@neonlaw/web,0.1.1,182909288,506,506,0,56,1,55,1,0,1,0,0.0002,0.0001,56,0,
bcircle-alfresco-installer,0.0.44,142588412,446,446,0,0,0,0,0,0,0,0,0,0,0,0,
@aws/app-framework-for-github-apps-on-aws,0.0.26,137351126,9042,9037,0,34,0,34,1,0,0,0,0,0,34,0,
react-native-camera-kit-rb,13.0.0,180506155,1182,1182,0,17,0,17,1,0,0,0,0,0,17,0,
fluent-ui-react-shnauka,8.0.5,127993770,16501,13719,0,10,0,10,1,0,0,0,0,0,10,0,
primo-app-example,1.0.3,125778866,7180,7168,0,23,0,23,1,0,0,0,0,0,23,0,
nativescript-wikitude-socios,8.4.0-2.0.3,132001188,84,83,0,10,0,10,1,0,0,0,0,0,10,0,
@runno/sandbox,0.10.2,122346404,22,22,0,6,0,6,1,0,0,0,0,0,6,0,
rx-compo,1.4.4,119210362,9299,9271,0,26,0,26,1,0,0,0,0,0,26,0,
visionbox,1.1.3,119864807,94,92,0,61,0,61,1,0,0,0,0,0,61,0,
express-nuxt-mongodb,1.0.0,162847956,168,124,0,59,0,59,1,0,0,0,0,0,59,0,
snyk-iac-rules,1.8.0,120245609,12,12,0,1,0,1,1,0,0,0,0,0,1,0,
bbop-response-barista,0.1.0,20156,4,4,0,4,0,4,1,0,0,0,0,0,4,0,
sumi-assets,1.2.2,131406367,600,600,0,0,0,0,0,0,0,0,0,0,0,0,
