package,version,size_bytes,fan_in_total,fan_out,global_instability,coupling_volume,dependency_balance
cjktty673,1.0.0,151983349,0,0,0.0,0,0
cadetkit,0.3.3,136441151,1,4,0.8,5,-3
sicprooptima,1.4.0,134899832,0,0,0.0,0,0
@symbolic-agent/symbolic-linux-x64-baseline,1.0.0,139020925,0,0,0.0,0,0
weex-growingio,0.4.0,138248312,0,48,1.0,48,-48
zyang26,1.0.3,144155326,0,0,0.0,0,0
@casual-simulation/libvscode,0.0.13,134029665,0,19,1.0,19,-19
orbit-core-library,0.0.0,140618933,0,28,1.0,28,-28
zego-express-engine-electron,3.21.0-45645.1188,134580287,2,0,0.0,2,2
geth-binary,0.1.3,133941676,0,1,1.0,1,-1
@vishalgojha/social-cli,0.2.14,129970937,0,16,1.0,16,-16
@matrixd-dev/test-package-7,0.0.1,134218210,0,0,0.0,0,0
@ronii/zerokey-darwin-x64-baseline,0.0.0-dev-202604010446,129534671,0,0,0.0,0,0
hexo-wallpaper,1.0.1,139447848,0,0,0.0,0,0
@vibetechnologies/opencode-linux-x64-baseline-musl,0.0.0-dev-202603152010,132689458,0,0,0.0,0,0
@matrixd-dev/test-package-18,0.0.1,134218211,0,0,0.0,0,0
tobostudio.cordova-plugin-firebase,4.0.4,127591250,0,0,0.0,0,0
@zelo/zelosh-darwin-arm64,0.0.12,127290855,0,0,0.0,0,0
@matrixd-dev/test-package-16,0.0.1,134218211,0,0,0.0,0,0
ldfdcbkp,1.0.0,132759128,0,0,0.0,0,0
io-anyline-cordova-mx-scanner,20.0.0,127371625,0,0,0.0,0,0
node-openjtalk-binding,1.3.0,119333766,1,7,0.875,8,-6
codex-wrapped-noyrlimit-windows-x64-baseline,1.0.14,119913187,0,0,0.0,0,0
@toolkit-cli/toolkode-linux-x64-musl,1.10.0,124334297,0,0,0.0,0,0
buzztrail,1.0.0,131268962,0,144,1.0,144,-144
@unrest/form,0.0.7,119674656,0,16,1.0,16,-16
@dcode-dev/dcode,1.1.12,117573189,0,0,0.0,0,0
juice-truffle,3.1.2,117202660,0,28,1.0,28,-28
alaya-truffle,0.16.3,116225998,0,28,1.0,28,-28
react-native-template-kuchikijrp,2.0.0,118730385,0,0,0.0,0,0
llama2.c-emscripten,0.1.0,123067102,0,2,1.0,2,-2
paper-test-dv13,0.2.1,123585222,0,29,1.0,29,-29
@lessie/cli-win32-x64,0.4.2,115976975,0,0,0.0,0,0
@groupchat-cli/win32-x64,0.1.12,117070684,0,0,0.0,0,0
@bunny.net/database-shell-windows-x64,0.2.3,115787543,0,0,0.0,0,0
eriocl-settings,1.0.3,126525752,0,0,0.0,0,0
guarda_super_mario_bros_il_film_streaming_italiano_in_altadefinizione,4.0.1,127007560,0,8,1.0,8,-8
com.ant-automation.antcity.unity.mapglobe.texture,1.0.0,116196257,1,0,0.0,1,1
nectarjs_extern,0.6.0,723835635,0,0,0.0,0,0
yl-test02,1.0.0,506072885,0,0,0.0,0,0
sydneypp,0.0.1,442513336,0,22,1.0,22,-22
@superinterface/javascript,4.2.0,621513879,0,15,1.0,15,-15
ganeyipackage0,0.0.1,432783030,0,25,1.0,25,-25
@novastera-oss/llamarn,0.9.4,487439745,0,10,1.0,10,-10
sbap-pu,0.0.1,495402739,0,24,1.0,24,-24
rn-boilerplate-ts,0.0.1,422388436,0,53,1.0,53,-53
@joennlae/react-viro,2.17.5,417908413,0,3,1.0,3,-3
@lotus-gui/core,0.3.4,454783941,0,2,1.0,2,-2
otpdetectorrn,0.0.1,410658679,0,18,1.0,18,-18
com.ant-automation.antcity.textures.housepack,1.0.0,410286958,0,0,0.0,0,0
react-native-nativemodule,0.0.1,405593304,0,17,1.0,17,-17
react-native-component-library-template,1.0.0,395845010,0,9,1.0,9,-9
@nzoojidev/react-native-nzooji-template-typescript-redux,0.0.1,413064391,0,0,0.0,0,0
awesome-miniapp,0.0.1,407672853,0,13,1.0,13,-13
@matanelcohen/openspace-web,0.5.0,351517762,1,50,0.9804,51,-49
puppeteer-fixed-linux,0.0.1,374602830,0,1,1.0,1,-1
dropdown-picker,0.0.1,372746391,0,10,1.0,10,-10
hbui-mobile-storybook-app,1.0.0,383232435,0,39,1.0,39,-39
dotnet-sdk-3.1-linux-arm64,3.1.1007,358106245,0,0,0.0,0,0
deno-file-server,0.144.0,329703416,0,3,1.0,3,-3
@hytopia.com/examples,1.0.64,372901003,0,0,0.0,0,0
react-native-expo-base-template,1.0.0,324722858,0,28,1.0,28,-28
rn-gradients,0.0.2,360128553,0,0,0.0,0,0
@ixe1/codexel,0.1.4,330642692,0,0,0.0,0,0
@lobehub/assets,1.2.0,371459824,0,0,0.0,0,0
obs-studio-node-extra,0.10.10,317331640,0,20,1.0,20,-20
io.cordova.hellocordova,2.1.0,361034091,0,3,1.0,3,-3
xokit-test,0.0.209,324152768,0,10,1.0,10,-10
@kumos/tree-sitter-parsers-linux-x64-musl,0.1.11,277502338,0,0,0.0,0,0
aslan-web-helper,0.0.3,314849575,0,1,1.0,1,-1
cordova-plugin-firebase-htb3,0.1.21,304020640,0,0,0.0,0,0
locationboox,0.0.1,303143851,0,10,1.0,10,-10
pakkk-formdataexample,1.4.0,286852374,0,65,1.0,65,-65
react-native-securam,0.0.1,290027008,0,24,1.0,24,-24
react-skia,0.0.0,269884938,0,22,1.0,22,-22
@martincura/react-viro,2.17.0-2,296572936,0,1,1.0,1,-1
com.unifyed.augmentedmaps,1.0.0,275943649,0,0,0.0,0,0
javajre-darwin-64,17.0.8,311304264,0,0,0.0,0,0
react-native-securam-template,0.0.1,290417389,0,0,0.0,0,0
npm_rn_poc,0.1.2,267489134,0,10,1.0,10,-10
react-native-webrtc-nitro,1.9.0,245334426,0,14,1.0,14,-14
@openhps/rdf,1.1.7,239523965,6,63,0.913,69,-57
@cpp.js/package-geos,1.0.0,244667979,7,1,0.125,8,6
pascal-rn-t1,9.0.0,257868113,1,17,0.9444,18,-16
happy-code-cli,0.14.0-dev.19,261635961,0,44,1.0,44,-44
currency-converter_vivant,1.0.1,255526430,0,16,1.0,16,-16
direc_method_call_andr_npm,0.0.1,266951459,0,0,0.0,0,0
ngx-toggle-example,0.0.0-development,257167351,0,51,1.0,51,-51
work-agent,0.1.11,218184289,0,67,1.0,67,-67
@native-base/v3,0.3.2,212834964,1,37,0.9737,38,-36
@zelo/zelosh-win32-x64,0.0.12,234865599,0,0,0.0,0,0
agent-frontend,1.0.0,243756999,0,0,0.0,0,0
tradeadviser,0.1.3,232705645,0,105,1.0,105,-105
citydo_custom_cesium_1,1.57.0,226374932,0,38,1.0,38,-38
voziq,5.0.0,217987666,0,0,0.0,0,0
ltfy,0.0.2,237608172,0,3,1.0,3,-3
nikcli-linux-x64-baseline-musl,0.0.6,205890882,0,0,0.0,0,0
react-native-document-reader-core-ocrandmrzrfid,5.1.0,211917525,0,0,0.0,0,0
nitpiq-linux-x64,0.8.0,210089145,0,0,0.0,0,0
react-native-template-carlin,0.0.2,206732323,0,0,0.0,0,0
pareto-cli,0.2.1,176218974,0,16,1.0,16,-16
@cpp.js/package-geos-ios,2.0.0-beta.1,182235517,2,1,0.3333,3,1
@collageofmyself-ui/uikit,0.0.1,197348519,0,14,1.0,14,-14
suny-gui,0.2.0,191930376,0,110,1.0,110,-110
ldfdcbkp2,1.0.0,185932730,0,0,0.0,0,0
@claudecode/cli,0.0.2,165074932,0,0,0.0,0,0
nftfast2reservoir-kit,1.0.0,182794231,0,21,1.0,21,-21
huran-live2d-api,1.0.6,190939896,0,0,0.0,0,0
instdscl-2131i,1.0.0,182620507,0,0,0.0,0,0
@parham125/cer4enip0dlb,1.0.1,167707011,0,0,0.0,0,0
jenkinslollol,0.30.1,166171847,0,0,0.0,0,0
ffiles,1.0.4,173190584,0,0,0.0,0,0
@martinbruu/m90super-windows-x64-baseline,1.1.64,155539295,0,0,0.0,0,0
@parham125/hnp3dna2k4yr,1.0.1,167780736,0,0,0.0,0,0
sota-fast-geoip,1.0.157,151565292,0,2,1.0,2,-2
transformers-js-custom,3.7.48,152024737,0,18,1.0,18,-18
com.ant-automation.antcity.unity.mapglobe.texture.2,1.0.0,164484959,1,0,0.0,1,1
mv-template,0.1.47,153038032,0,74,1.0,74,-74
@rarimo/rarime-rn-sdk,0.3.1,154023777,0,35,1.0,35,-35
tray-icon-node,0.1.1,148385420,0,3,1.0,3,-3
@thesolaceproject/emberharmony-linux-x64-baseline,1.2.2,149237130,0,0,0.0,0,0
react-native-zxing-generator,0.0.2,159554789,0,1,1.0,1,-1
azehagowa,3.0.0,148434204,0,0,0.0,0,0
@danwen/assets-emoji-anim,1.0.0,160998661,0,0,0.0,0,0
@jeffgipson/contentbox,1.0.0,156019998,0,0,0.0,0,0
pa-ppt-demo,1.0.0,155920509,0,0,0.0,0,0
@thesolaceproject/emberharmony-linux-x64-baseline-musl,1.2.2,142237203,0,0,0.0,0,0
@thesolaceproject/emberharmony-linux-x64-musl,1.2.2,142831114,0,0,0.0,0,0
f11,2.5.0,145075103,0,7,1.0,7,-7
ckeditor5-okmobility-build,36.0.0,141108014,0,114,1.0,114,-114
@anieo/opencode-linux-arm64,0.0.0-master-202603260302,139753912,0,0,0.0,0,0
ownbase,0.2.1,100048,0,10,1.0,10,-10
passportsdk,4.0.0,155248967,0,13,1.0,13,-13
@jlongster/opencode-darwin-arm64,0.0.0-qbot-202602072210,141001920,0,0,0.0,0,0
dailybo-sse,1.0.8,149659298,0,2,1.0,2,-2
@symbolic-agent/symbolic-linux-x64,1.0.0,139020916,0,0,0.0,0,0
@senx/discovery-plugin-marauder,0.0.14,135537905,0,9,1.0,9,-9
@justin0022/emoji-feedback,1.2.1,136530960,0,20,1.0,20,-20
react-native-template-bjcscn,0.0.2,140943865,0,22,1.0,22,-22
@shaanhurley/trilliant,1.0.0,145319443,0,13,1.0,13,-13
uirecorderplusx,1.155.5,142404579,0,20,1.0,20,-20
@anieo/opencode-linux-x64-baseline-musl,0.0.0-master-202603260302,133631538,0,0,0.0,0,0
@yaju810/data-1-7,20200312053750.1869636759.0,139413646,0,0,0.0,0,0
@matrixd-dev/test-package-21,0.0.1,134218211,0,0,0.0,0,0
@matrixd-dev/test-package-15,0.0.1,134218211,0,0,0.0,0,0
@matrixd-dev/test-package-1,0.0.1,134218210,0,0,0.0,0,0
devtopai-darwin-x64,1.4.1,131533487,0,0,0.0,0,0
@matrixd-dev/test-package-13,0.0.1,134218211,0,0,0.0,0,0
@matrixd-dev/test-package-5,0.0.1,134218210,0,0,0.0,0,0
@matrixd-dev/test-package-9,0.0.1,134218210,0,0,0.0,0,0
@matrixd-dev/test-package-6,0.0.1,134218210,0,0,0.0,0,0
devtopai-darwin-arm64,1.4.1,126968723,0,0,0.0,0,0
@vibetechnologies/opencode-linux-arm64-musl,0.0.0-dev-202603152010,131220025,0,0,0.0,0,0
@tabler/docs,1.2.0,132469874,0,28,1.0,28,-28
@roamhq/beamcoder-win32-x64,0.8.1,126194137,0,0,0.0,0,0
openralph-windows-x64,2.1.0,127033483,0,0,0.0,0,0
@shined/spack-binding-darwin-arm64,0.7.11-1-canary.0,126175752,0,0,0.0,0,0
@eigencore/openfin-windows-x64,0.2.15,123919210,0,0,0.0,0,0
opencode-matrixx-windows-x64,1.1.0,125349276,0,0,0.0,0,0
ultrascript-tools-mcp,4.3.0,120182885,0,43,1.0,43,-43
sikulix1,1.0.0,128983143,0,2,1.0,2,-2
tritonwebapp,1.0.0,117083296,0,25,1.0,25,-25
expo-kokoro,1.1.9,120679125,0,16,1.0,16,-16
xbsj-earthui,1.4.18,119395455,0,51,1.0,51,-51
zyang29,1.0.3,130812473,0,0,0.0,0,0
zyang34,1.0.3,125098965,0,0,0.0,0,0
ltkefuxitongcyj,0.1.0,117526777,4,28,0.875,32,-24
zyang35,1.0.3,119778182,0,0,0.0,0,0
@outstandingboy/chromium,1.0.3,117473109,0,9,1.0,9,-9
@jhan1122/fordmodel,1.0.0,986384961,0,0,0.0,0,0
com.bolygon.bolygonsdk,0.0.1,978170984,0,1,1.0,1,-1
bitmex-data,1.0.1,773174594,0,3,1.0,3,-3
@shareefmorayur/langchainjs,0.0.4,643719898,0,7,1.0,7,-7
subto-one,2.0.0,420452131,0,23,1.0,23,-23
react-native-motrixi-module-example,0.0.1,475396775,0,7,1.0,7,-7
moniclfin,0.0.1,504547557,0,28,1.0,28,-28
dialafrika-react-native-sdk,1.0.0,443538330,0,19,1.0,19,-19
@pacprod/react-viro,2.20.0,559339393,0,4,1.0,4,-4
react-native-announcement,1.0.1,476098516,0,19,1.0,19,-19
webbasys,0.0.0,464678756,0,122,1.0,122,-122
com.jedi.ci_compatible,0.1.39,431845409,0,0,0.0,0,0
react-native-animated-step-progress-bar,0.0.1,406948936,0,23,1.0,23,-23
nombolo-camera,0.0.1,414065103,0,36,1.0,36,-36
utils-emailverification,0.0.1,370242069,0,5,1.0,5,-5
fluidlabs,0.0.1,423336909,0,39,1.0,39,-39
@montea-app/learning-montea-app,1.0.0,359808088,0,1,1.0,1,-1
signindemo1,0.0.1,395080594,0,22,1.0,22,-22
react-native-arsenal,0.0.7,408246598,0,11,1.0,11,-11
go-linux,1.13.8,327545707,0,0,0.0,0,0
cef-screenshot-linux-arm64-gnu,0.3.2,358022898,0,0,0.0,0,0
@kdg/ffprobe-static,4.4.0,314635931,0,1,1.0,1,-1
react-native-percentage-rectangle,1.0.4,356897759,0,0,0.0,0,0
fixed-files,2.3.7,332361228,0,0,0.0,0,0
@spectacular-voyage/kato-linux-x64-gnu,0.2.11,296451306,0,0,0.0,0,0
doazoomt-ui-react-native,0.0.7,314084664,0,15,1.0,15,-15
constate-rn-firebase,1.0.0,307447065,0,0,0.0,0,0
react-native-project,1.0.0,293794942,0,6,1.0,6,-6
nativescript-cardio-custom,1.0.3,289555300,0,2,1.0,2,-2
starlingtech,0.0.3,287593420,0,0,0.0,0,0
react-native-cooper-template,0.0.1,286993783,0,0,0.0,0,0
sfdx-java-sdk,1.0.0,306342344,0,0,0.0,0,0
@emiyalee/pdf-sign,0.1.37,272334547,0,0,0.0,0,0
@fenixalliance/abs-assets,1.0.2,260000923,0,57,1.0,57,-57
isaachito4,0.0.1,256159601,0,21,1.0,21,-21
react-native-temibridgetest,1.0.8,258347769,0,0,0.0,0,0
becarre,0.0.1,274717428,0,45,1.0,45,-45
@kogito-tooling/jitexecutor-native,1.15.0-Final,252446101,0,0,0.0,0,0
@kontexted/windows-x64,0.1.18,240828906,0,0,0.0,0,0
hito4,0.0.1,255515744,0,23,1.0,23,-23
@exulu/frontend,1.20.1,224502232,0,2,1.0,2,-2
@ngxi/fluent-emoji,0.12.33,214525116,0,2,1.0,2,-2
d8d-happy-coder,0.13.0-1,249164596,0,44,1.0,44,-44
react-native-template-hellbent-template-basic,1.0.0,244158576,0,0,0.0,0,0
bioblocks-viz,0.0.158,235920594,0,129,1.0,129,-129
enjoy-coding,0.14.0-15,237937734,0,51,1.0,51,-51
@kontexted/linux-x64,0.1.18,219123965,0,0,0.0,0,0
@hungthinh511/angular5,0.0.3,239851733,0,2,1.0,2,-2
@react-native-yasx/navigation-template,1.0.0,223198675,0,12,1.0,12,-12
ul-ip,1.0.9,213924784,0,8,1.0,8,-8
@ti-fe/create-app,0.9.1,207440377,0,3,1.0,3,-3
sav-contract,2.0.6,201252201,0,13,1.0,13,-13
react-native-questionnaire,0.0.12,217657415,0,0,0.0,0,0
cordova-plugin-document-reader-core-ocrandmrzrfid,5.1.0,211899389,0,0,0.0,0,0
react-native-template-carlos-almeida,0.0.1,212556649,0,0,0.0,0,0
routeclaw,2026.4.18,184060681,0,72,1.0,72,-72
react-native-csjads-2,1.0.0,187312116,0,2,1.0,2,-2
eboost-bitcore-node,3.1.3,191829163,0,29,1.0,29,-29
react-native-nfc-hce,0.5.6,184740494,0,0,0.0,0,0
digiweb-update-cli,0.0.6,201508509,0,21,1.0,21,-21
@naj-marketplace/contracts,1.0.4,183231434,0,39,1.0,39,-39
@carecar-evo/docs-app,1.0.12,177433782,0,9,1.0,9,-9
@dgiot/dgiot-amis-editor,1.0.3,182566637,108,17,0.136,125,91
multiclass-plots,0.0.1,181958472,0,38,1.0,38,-38
phrasa,0.7.0,174770403,1,14,0.9333,15,-13
react-native-navigatetomap,1.0.0,183249952,0,0,0.0,0,0
webpuppeteer,1.0.0,183693751,0,38,1.0,38,-38
hhmultiapi-test-1,1.0.0,199229658,0,0,0.0,0,0
instdscl-2131,1.0.0,188951049,0,0,0.0,0,0
made-to-order-db-temp,1.5.0,172946544,0,7,1.0,7,-7
@eastsideco/shopify-graphql-schema,1.0.2,170115139,0,3,1.0,3,-3
@termless/vt100-rust,0.3.1,172287400,1,0,0.0,1,1
@keldaio/db-migrator,0.0.50-0,179623008,0,1,1.0,1,-1
hackerhaze-react-native-template,1.0.1,166725294,0,0,0.0,0,0
@anelsonnpm/web-development-tools,0.0.2,181526603,0,0,0.0,0,0
devtopai-linux-x64,1.4.1,167727323,0,0,0.0,0,0
@anieo/codegenie-cli-windows-x64,1.3.3,164872804,0,0,0.0,0,0
@moropo/maestro,0.0.1-rc.1,170473379,0,0,0.0,0,0
modular-framework-offline-generator,1.3.1,173347875,0,7,1.0,7,-7
step-plugin-jxcore,1.1.0,166386984,0,0,0.0,0,0
@sirvkrm/codex-cli-termux-android-arm64,0.106.0-termux.3,164549209,0,0,0.0,0,0
@aidenlx/ffmpeg-static,0.1.0,174998383,0,0,0.0,0,0
@thesolaceproject/emberharmony-linux-x64,1.2.2,149859713,0,0,0.0,0,0
castclaw-darwin-x64,1.2.2,152736084,0,0,0.0,0,0
react-native-vxg-mobile-sdk,0.0.5,157484294,0,3,1.0,3,-3
mac-hbuilderx-plugin-qtwebengine,8.0.3,171031717,0,0,0.0,0,0
@vibetechnologies/opencode-windows-x64,0.0.0-dev-202603152010,148307090,0,0,0.0,0,0
@harvi-code/harvicode-linux-x64-baseline,1.4.8,126450115,0,0,0.0,0,0
@kamasylvia/live2d-api,1.0.7,167218162,0,0,0.0,0,0
jasper_nodejs,1.0.45,167168563,0,3,1.0,3,-3
pedro-app,1.0.0,160330726,0,9,1.0,9,-9
@shined/spack-binding-linux-x64-gnu,0.7.11-1-canary.0,147223122,0,0,0.0,0,0
blockchain-integration,0.0.15,145773622,0,31,1.0,31,-31
sevencode-core-windows-x64-baseline,0.0.2,140974206,0,0,0.0,0,0
galeneai-cli-linux-x64-baseline,0.0.28,142105624,0,0,0.0,0,0
moyu-cdnms-pkg-04,1.0.0,151394050,0,0,0.0,0,0
9router-fdk,0.3.43,141181344,1,30,0.9677,31,-29
bun-webkit-linux-amd64-debug,0.0.1-01071d3680f3bd5110f38da594bf25088eff4ddf,137930025,0,0,0.0,0,0
sevencode-core-windows-arm64,0.0.2,138207353,0,0,0.0,0,0
@versionstory/vs-cli-win32-x64,0.1.7,139183514,0,0,0.0,0,0
leylinesjs,8.2.24,136682584,1,207,0.9952,208,-206
geshi,1.0.21,145722879,0,1,1.0,1,-1
burd,0.6.2,139137983,0,4,1.0,4,-4
yanya-live2dapi,1.0.0,140431414,0,0,0.0,0,0
@yaju810/data-1-8,20200312053750.1869636759.0,140006871,0,0,0.0,0,0
zyang23,1.0.3,140567516,0,0,0.0,0,0
@pixelml/claw-linux-x64-musl,0.0.1,135927071,0,0,0.0,0,0
widget-mt,3.0.4,1597922,0,8,1.0,8,-8
apachecn-ml-zh-pt6,2023.222.0,135549033,0,0,0.0,0,0
@socketbin/cli-alpine-x64,0.0.0-20251103.61247,133517076,0,0,0.0,0,0
@matrixd-dev/test-package-12,0.0.1,134218211,0,0,0.0,0,0
apk-parser4,0.0.2,133466166,0,0,0.0,0,0
@matrixd-dev/test-package-8,0.0.1,134218210,0,0,0.0,0,0
@matrixd-dev/test-package-19,0.0.1,134218211,0,0,0.0,0,0
@matrixd-dev/test-package-14,0.0.1,134218211,0,0,0.0,0,0
galeneai-cli-linux-x64-musl,0.0.28,135347156,0,0,0.0,0,0
apachecn-dl-zh-pt5,2023.226.0,134076065,0,0,0.0,0,0
@matrixd-dev/test-package-4,0.0.1,134218210,0,0,0.0,0,0
@socketbin/cli-linux-x64,0.0.0-20251103.61247,130879172,0,0,0.0,0,0
@symbolic-agent/symbolic-linux-x64-musl,1.0.0,130714349,0,0,0.0,0,0
@churunmin/jre-mirror,11.0.1,130803058,0,0,0.0,0,0
galeneai-cli-linux-arm64,0.0.28,135176873,0,0,0.0,0,0
forge-linux-x64-baseline,0.0.3,130170270,0,0,0.0,0,0
cloud-port,0.1.0,144069138,0,0,0.0,0,0
@wireio/protoc-gen-solana,1.0.11,129810756,1,8,0.8889,9,-7
@link.me/cli-windows-x64,0.2.56,131521295,0,0,0.0,0,0
blink-server,0.1.4,128796386,0,17,1.0,17,-17
zyang15,1.0.3,126489790,0,0,0.0,0,0
@jaytam/antd-ms,2.24.1,124924687,0,75,1.0,75,-75
nitpiq-darwin-arm64,0.8.0,124153305,0,0,0.0,0,0
webstorm-menora-tools,1.0.1,130509900,0,0,0.0,0,0
@depup/next__swc-linux-arm64-gnu,16.2.3-depup.0,124958843,0,0,0.0,0,0
@dyne/components,1.7.6,123882244,0,58,1.0,58,-58
xvxiang-postgraduate,1.0.1,127100931,0,0,0.0,0,0
react-native-daon-onboarding,0.0.7,122765405,0,3,1.0,3,-3
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-help-you-outline-your-content,1.0.1,126550277,0,0,0.0,0,0
coursedio-75gninrael-enihcam-eruza-htiw-gninrael-detaredef-wohs-ia-0gninrael-enihcam-eruza-htiw-gninrael-detaredef-ot-noitcudortni,1.0.2,129990176,0,0,0.0,0,0
legion-darwin-x64-baseline,1.1.64,123029863,0,0,0.0,0,0
sevencode-core-linux-arm64-musl,0.0.2,122826008,0,0,0.0,0,0
xiaomaomi,1.0.3,126451147,0,0,0.0,0,0
@superdoc-dev/visual-benchmarks,0.4.11,121656602,0,0,0.0,0,0
props-ls5,1.0.0,129528287,0,0,0.0,0,0
cra-template-mfe-template,0.7.0,121262208,0,22,1.0,22,-22
capacitor-plugin-tesseract-ocr,0.0.4,118148072,0,2,1.0,2,-2
@ablative/modlr-linux-x64,0.2.13,121860242,0,0,0.0,0,0
mycomment123,1.0.1,117685011,0,55,1.0,55,-55
liam-tools-vscode-ext,0.0.2,124401153,0,0,0.0,0,0
qt-scan-broadcast,0.0.1,119230780,0,48,1.0,48,-48
sh-amis,2.1.0-beta,117410603,0,28,1.0,28,-28
gemini-wrapped-windows-x64-baseline,1.1.0,120099571,0,0,0.0,0,0
anzhiyu-music-jay,1.0.1,116787038,0,0,0.0,0,0
sve-card,1.2.5,124010521,0,20,1.0,20,-20
react-native-nuance-tts,1.0.3,116740445,0,0,0.0,0,0
react-native-replace-dialer,0.0.12,116747041,2,8,0.8,10,-6
@ayufaan18/ayufaan18,1.0.0,681694895,0,1,1.0,1,-1
coursedio-laitnessegniniart-laitnesse-ksalf-excercise,1.0.1,119942366,0,0,0.0,0,0
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-discover-and-use-new-strategic-models,1.0.1,115714898,0,0,0.0,0,0
video-ohmygril-dundundance,1.0.0,119081636,0,0,0.0,0,0
@iconsea/react,0.0.1,500537556,0,0,0.0,0,0
@intentius/chant-lexicon-azure,0.1.12,712035087,0,3,1.0,3,-3
react-native-icu,1.0.0,463259612,0,11,1.0,11,-11
edgar-image-next,1.0.0,496229339,0,19,1.0,19,-19
com.immersion.offload.client,0.0.3-preview.2,450798053,0,1,1.0,1,-1
@docere/projects,1.4.2,926223877,0,7,1.0,7,-7
wm-ng-webcomponent,1.0.1,588614208,0,101,1.0,101,-101
react-native-hly-wbcloud-face-sdk,1.0.0,434216529,0,0,0.0,0,0
@babylonjs/react-native-basekit-windows-0-65,1.6.5-preview,1122000075,0,18,1.0,18,-18
@mainamiru/expo-app-with-navigation,1.0.0,456188363,0,25,1.0,25,-25
@termless/wezterm,0.3.1,575508832,1,0,0.0,1,1
mingw64-win,0.0.1,472170862,0,0,0.0,0,0
react-native-template-daf,0.3.0,417573041,0,0,0.0,0,0
orcl-driver-linux,1.0.0,483291765,0,0,0.0,0,0
bdk-react-native,0.1.0,552768188,0,18,1.0,18,-18
mochi-miko2,1.1.6,438148208,0,0,0.0,0,0
uiklu,0.0.1,395386865,0,38,1.0,38,-38
com.jedi.ci,0.1.38,431862832,0,0,0.0,0,0
wto-notifications,1.0.0,352519788,0,47,1.0,47,-47
chromiumsfy,1.0.0,427974496,0,0,0.0,0,0
card-frontend,0.4.1,341229955,0,50,1.0,50,-50
react-native-dk-tim,1.0.0,418369735,0,0,0.0,0,0
ganeyipack,0.0.1,376200775,0,26,1.0,26,-26
@guardian/cdk-app-ts,0.1.10,330618710,0,26,1.0,26,-26
react-native-customchat,1.0.0,405542709,0,17,1.0,17,-17
maducer,0.3.0,391932116,0,34,1.0,34,-34
@laweval/validpoint,1.0.0-beta.7,371236862,0,37,1.0,37,-37
my-font-package-2,1.0.0,285802018,0,0,0.0,0,0
@lambdragon/rs-linux-x64-gnu,0.0.60,339546838,1,0,0.0,1,1
lewxclaw,0.2.0,324625971,0,8,1.0,8,-8
@atonis/cli,3.0.9,343183858,0,6,1.0,6,-6
testsize,0.1.0,274856221,0,19,1.0,19,-19
@mobrowser-apps/mobrowser-linux-x64,1.8.5,258560232,1,1,0.5,2,0
react-native-short-video,1.0.0,281048693,0,0,0.0,0,0
react-native-keyboard-native-android,0.0.1,405662326,0,17,1.0,17,-17
react-native-test-toat-1.0,0.0.1,258864450,0,10,1.0,10,-10
@gamecreator/gc-editor-release,0.0.1,275014403,0,1,1.0,1,-1
leofcoin-core,0.4.17,250674563,1,36,0.973,37,-35
com.soc.plugin.wwise.wooduan,0.0.3,260935732,0,0,0.0,0,0
muvinai-expo-template,1.0.1,300073453,0,9,1.0,9,-9
rn-app-ui,0.0.1,258749424,0,10,1.0,10,-10
rippl_second,0.0.2,406637150,0,19,1.0,19,-19
@rarible/hardhat-deploy,0.8.18,253469957,0,57,1.0,57,-57
hito4jom,0.0.1,247317247,0,23,1.0,23,-23
funk-cli,0.0.12,254059428,0,23,1.0,23,-23
front-example1,0.0.1,264288054,0,23,1.0,23,-23
lashcode-linux-arm64,1.7.13,276660589,0,0,0.0,0,0
react-native-wheel-picky,0.4.4,214882188,0,23,1.0,23,-23
@envanik/exchange-contracts,0.0.1,210033931,2,38,0.95,40,-36
react-native-star,1.0.0,248130360,0,19,1.0,19,-19
react-native-mayday,1.0.0,234670337,0,18,1.0,18,-18
@codegenie-ai/codegenie-cli-darwin-x64,0.0.1-beta,221878310,0,0,0.0,0,0
tx-ai,0.3.6,207512241,0,22,1.0,22,-22
react-native-try-create-library,1.0.0,227781536,0,10,1.0,10,-10
@jun-a/ccgui,1.2.4,209108702,0,36,1.0,36,-36
gasleboss-webapp,1.0.0,213499888,0,14,1.0,14,-14
@hdwebsoft/hdcode-ai-linux-x64-musl,0.1.16,123721540,0,0,0.0,0,0
react-ptoject-studio-dance,1.0.0,274697359,0,0,0.0,0,0
jagr-e2e-generator,1.0.0,239684036,0,9,1.0,9,-9
@belife/belife-bim-air,2.3.11-patch.1,211202011,0,0,0.0,0,0
create-native-di,1.0.2,207332964,0,31,1.0,31,-31
create-kro-app,0.0.3,195890842,0,2,1.0,2,-2
castclaw-windows-arm64,1.2.2,199273305,0,0,0.0,0,0
trip-simulator,3.0.1,185624967,0,14,1.0,14,-14
cpsi-react-web-component,0.1.0,194857105,0,45,1.0,45,-45
deg-advance-reference-architecture,0.0.1,209569336,0,47,1.0,47,-47
